NPs,Coating,Core_size,Shape,Dose,Class,Family,Species,Duration,ZOI
AgNPs,Uncoated,68,NA,25000,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,9.2
AgNPs,Uncoated,68,NA,25000,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,10
AgNPs,Uncoated,68,NA,25000,Gammaproteobacteria,Enterobacteriaceae,Salmonella,24,9.1
AgNPs,Uncoated,68,NA,25000,Bacilli,Staphylococcaceae,S. aureus,24,10.1
AgNPs,Uncoated,68,NA,25000,Bacilli,Enterococcaceae,Enterococcus,24,8
AgNPs,Uncoated,68,NA,25000,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,0
AgNPs,Uncoated,68,NA,25000,Gammaproteobacteria,Enterobacteriaceae,Shigella,24,0
AgNPs,Uncoated,68,NA,25000,Gammaproteobacteria,Morganellaceae,P. mirabilis,24,9
AgNPs,Uncoated,68,NA,50000,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,12
AgNPs,Uncoated,68,NA,50000,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,10
AgNPs,Uncoated,68,NA,50000,Gammaproteobacteria,Enterobacteriaceae,Salmonella,24,11
AgNPs,Uncoated,68,NA,50000,Bacilli,Staphylococcaceae,S. aureus,24,9
AgNPs,Uncoated,68,NA,50000,Bacilli,Enterococcaceae,Enterococcus,24,9
AgNPs,Uncoated,68,NA,50000,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,0
AgNPs,Uncoated,68,NA,50000,Gammaproteobacteria,Enterobacteriaceae,Shigella,24,0
AgNPs,Uncoated,68,NA,50000,Gammaproteobacteria,Morganellaceae,P. mirabilis,24,10
AgNPs,Uncoated,68,NA,75000,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,12
AgNPs,Uncoated,68,NA,75000,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,12
AgNPs,Uncoated,68,NA,75000,Gammaproteobacteria,Enterobacteriaceae,Salmonella,24,11
AgNPs,Uncoated,68,NA,75000,Bacilli,Staphylococcaceae,S. aureus,24,10
AgNPs,Uncoated,68,NA,75000,Bacilli,Enterococcaceae,Enterococcus,24,10
AgNPs,Uncoated,68,NA,75000,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,0
AgNPs,Uncoated,68,NA,75000,Gammaproteobacteria,Enterobacteriaceae,Shigella,24,0
AgNPs,Uncoated,68,NA,75000,Gammaproteobacteria,Morganellaceae,P. mirabilis,24,10
AgNPs,Uncoated,68,NA,100000,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,13
AgNPs,Uncoated,68,NA,100000,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,12
AgNPs,Uncoated,68,NA,100000,Gammaproteobacteria,Enterobacteriaceae,Salmonella,24,12
AgNPs,Uncoated,68,NA,100000,Bacilli,Staphylococcaceae,S. aureus,24,11
AgNPs,Uncoated,68,NA,100000,Bacilli,Enterococcaceae,Enterococcus,24,11
AgNPs,Uncoated,68,NA,100000,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,0
AgNPs,Uncoated,68,NA,100000,Gammaproteobacteria,Enterobacteriaceae,Shigella,24,0
AgNPs,Uncoated,68,NA,100000,Gammaproteobacteria,Morganellaceae,P. mirabilis,120,13
AgNPs,Uncoated,68,NA,25000,Saccharomycetes,Debaryomycetaceae,C. tropicalis,120,0
AgNPs,Uncoated,68,NA,25000,Sordariomycetes,Nectriaceae,Fusarium,120,16
AgNPs,Uncoated,68,NA,25000,Sordariomycetes,Microascaceae,Scedosporium,120,0
AgNPs,Uncoated,68,NA,25000,Sordariomycetes,Ganodermataceae,Ganoderma,120,0
AgNPs,Uncoated,68,NA,25000,Fungal,Trichocomaceae,A. terreus,120,11
AgNPs,Uncoated,68,NA,50000,Saccharomycetes,Debaryomycetaceae,C. tropicalis,120,0
AgNPs,Uncoated,68,NA,50000,Sordariomycetes,Nectriaceae,Fusarium,120,17
AgNPs,Uncoated,68,NA,50000,Sordariomycetes,Microascaceae,Scedosporium,120,0
AgNPs,Uncoated,68,NA,50000,Agaricomycetes,Ganodermataceae,Ganoderma,120,0
AgNPs,Uncoated,68,NA,50000,Fungal,Trichocomaceae,A. terreus,120,13
AgNPs,Uncoated,68,NA,75000,Saccharomycetes,Debaryomycetaceae,C. tropicalis,120,0
AgNPs,Uncoated,68,NA,75000,Sordariomycetes,Nectriaceae,Fusarium,120,17
AgNPs,Uncoated,68,NA,75000,Sordariomycetes,Microascaceae,Scedosporium,120,0
AgNPs,Uncoated,68,NA,75000,Agaricomycetes,Ganodermataceae,Ganoderma,120,0
AgNPs,Uncoated,68,NA,75000,Fungal,Trichocomaceae,A. terreus,120,15
AgNPs,Uncoated,68,NA,100000,Saccharomycetes,Debaryomycetaceae,C. tropicalis,120,0
AgNPs,Uncoated,68,NA,100000,Sordariomycetes,Nectriaceae,Fusarium,120,21
AgNPs,Uncoated,68,NA,100000,Sordariomycetes,Microascaceae,Scedosporium,120,0
AgNPs,Uncoated,68,NA,100000,Agaricomycetes,Ganodermataceae,Ganoderma,120,0
AgNPs,Uncoated,68,NA,100000,Fungal,Trichocomaceae,A. terreus,120,16
AgNPs,Coated,7.5,Spherical,200,Bacilli,Bacillaceae,B. subtilis,24,32
AgNPs,Coated,7.5,Spherical,200,Bacilli,Bacillaceae,B. cereus,24,28
AgNPs,Coated,7.5,Spherical,200,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,21
AgNPs,Coated,7.5,Spherical,200,Bacilli,Staphylococcaceae,S. aureus,24,36
AgNPs,Coated,7.5,Spherical,200,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,24
AgNPs,Coated,16,Spherical,200,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,10
AgNPs,Coated,16,Spherical,500,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,11
AgNPs,Coated,16,Spherical,700,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,11
AgNPs,Coated,16,Spherical,1000,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,11
AgNPs,Coated,16,Spherical,2000,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,13
AgNPs,Coated,16,Spherical,200,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,9
AgNPs,Coated,16,Spherical,500,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,10
AgNPs,Coated,16,Spherical,700,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,11
AgNPs,Coated,16,Spherical,1000,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,12
AgNPs,Coated,16,Spherical,2000,Gammaproteobacteria,Enterobacteriaceae,K. pneumoniae,24,12
AgNPs,Coated,16,Spherical,200,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,12
AgNPs,Coated,16,Spherical,500,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,13
AgNPs,Coated,16,Spherical,700,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,13
AgNPs,Coated,16,Spherical,1000,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,14
AgNPs,Coated,16,Spherical,2000,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,15
AgNPs,Coated,16,Spherical,200,Bacilli,Listeriaceae,L. monocytogenes,24,9
AgNPs,Coated,16,Spherical,500,Bacilli,Listeriaceae,L. monocytogenes,24,9
AgNPs,Coated,16,Spherical,700,Bacilli,Listeriaceae,L. monocytogenes,24,9
AgNPs,Coated,16,Spherical,1000,Bacilli,Listeriaceae,L. monocytogenes,24,10
AgNPs,Coated,16,Spherical,2000,Bacilli,Listeriaceae,L. monocytogenes,24,10
AgNPs,Coated,16,Spherical,200,Eurotiomycetes,Trichocomaceae,Aspergillus,24,13
AgNPs,Coated,16,Spherical,500,Eurotiomycetes,Trichocomaceae,Aspergillus,24,15
AgNPs,Coated,16,Spherical,700,Eurotiomycetes,Trichocomaceae,Aspergillus,24,17
AgNPs,Coated,16,Spherical,1000,Eurotiomycetes,Trichocomaceae,Aspergillus,24,18
AgNPs,Coated,16,Spherical,2000,Eurotiomycetes,Trichocomaceae,Aspergillus,24,23
AgNPs,Coated,16,Spherical,200,Eurotiomycetes,Trichocomaceae,Penicillium,24,8
AgNPs,Coated,16,Spherical,500,Eurotiomycetes,Trichocomaceae,Penicillium,24,12
AgNPs,Coated,16,Spherical,700,Eurotiomycetes,Trichocomaceae,Penicillium,24,13
AgNPs,Coated,16,Spherical,1000,Eurotiomycetes,Trichocomaceae,Penicillium,24,14
AgNPs,Coated,16,Spherical,2000,Eurotiomycetes,Trichocomaceae,Penicillium,24,15
AgNPs,Coated,546,Spherical,NA,Bacilli,Enterococcaceae,E. faecalis ,24,10
AgNPs,Coated,546,Spherical,NA,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,11
AgNPs,Uncoated,NA,Spherical,25000,Gammaproteobacteria,Pseudomonadaceae,P. putida,24,2.7
AgNPs,Uncoated,NA,Spherical,25000,Bacilli,Bacillaceae,B. subtilis,24,1.5
AgNPs,Uncoated,NA,Spherical,25000,Bacilli,Staphylococcaceae,S. aureus,24,1.9
AgNPs,Uncoated,NA,Spherical,25000,Gammaproteobacteria,Pseudomonadaceae,P. putida,24,5.1
AgNPs,Uncoated,NA,Spherical,25000,Bacilli,Bacillaceae,B. subtilis,24,5
AgNPs,Uncoated,NA,Spherical,25000,Bacilli,Staphylococcaceae,S. aureus,24,3.2
AgNPs,Uncoated,NA,Spherical,25000,Gammaproteobacteria,Pseudomonadaceae,P. putida,24,5.8
AgNPs,Uncoated,NA,Spherical,25000,Bacilli,Bacillaceae,B. subtilis,24,6.3
AgNPs,Uncoated,NA,Spherical,25000,Bacilli,Staphylococcaceae,S. aureus,24,4.9
Fe3O4,Coated,82,Spherical,0.625,Bacilli,Staphylococcaceae,S. aureus,24,0
Fe3O4,Coated,82,Spherical,1.25,Bacilli,Staphylococcaceae,S. aureus,24,0
Fe3O4,Coated,82,Spherical,2.5,Bacilli,Staphylococcaceae,S. aureus,24,15
Fe3O4,Coated,82,Spherical,5,Bacilli,Staphylococcaceae,S. aureus,24,20.4
Fe3O4,Coated,82,Spherical,10,Bacilli,Staphylococcaceae,S. aureus,24,30.3
Fe3O4,Coated,82,Spherical,0.625,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,0
Fe3O4,Coated,82,Spherical,1.25,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,0
Fe3O4,Coated,82,Spherical,2.5,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,10.2
Fe3O4,Coated,82,Spherical,5,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,20.3
Fe3O4,Coated,82,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,25.2
Fe3O4,Coated,75,Spherical,10,Bacilli,Staphylococcaceae,S. aureus,24,12.3
Fe3O4,Coated,75,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,8.4
Fe3O4,Coated,76,Rod,10,Bacilli,Staphylococcaceae,S. aureus,24,18.4
Fe3O4,Coated,76,Rod,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,14.2
Fe3O4,Coated,82,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,20
Fe3O4,Coated,82,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,S. typhi,24,24
Fe3O4,Coated,82,Spherical,10,Bacilli,Staphylococcaceae,S. aureus,24,26
Fe3O4,Coated,82,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,Shigella,24,24
Fe3O4,Coated,82,Spherical,10,Gammaproteobacteria,Pasteurellaceae,P. multocida,24,18
Fe3O4,Coated,82,Spherical,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,16
Fe3O4,Coated,75,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,8.4
Fe3O4,Coated,75,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,S. typhi,24,1.3
Fe3O4,Coated,75,Spherical,10,Bacilli,Staphylococcaceae,S. aureus,24,12.3
Fe3O4,Coated,75,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,Shigella,24,18.4
Fe3O4,Coated,75,Spherical,10,Gammaproteobacteria,Pasteurellaceae,P. multocida,24,16.4
Fe3O4,Coated,75,Spherical,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,16.2
Fe3O4,Coated,76,Rod,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,14.2
Fe3O4,Coated,76,Rod,10,Gammaproteobacteria,Enterobacteriaceae,S. typhi,24,16.1
Fe3O4,Coated,76,Rod,10,Bacilli,Staphylococcaceae,S. aureus,24,18.4
Fe3O4,Coated,76,Rod,10,Gammaproteobacteria,Enterobacteriaceae,Shigella,24,18.2
Fe3O4,Coated,76,Rod,10,Gammaproteobacteria,Pasteurellaceae,P. multocida,24,16.5
Fe3O4,Coated,76,Rod,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,14.2
Fe3O4,Coated,38,Spherical,10,Bacilli,Staphylococcaceae,S. aureus,24,12
Fe3O4,Coated,38,Spherical,10,Bacilli,Staphylococcaceae,S. aureus,48,12.5
Fe3O4,Coated,38,Spherical,50,Bacilli,Staphylococcaceae,S. aureus,24,13.5
Fe3O4,Coated,38,Spherical,50,Bacilli,Staphylococcaceae,S. aureus,48,14
Fe3O4,Coated,38,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,11
Fe3O4,Coated,38,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,48,12
Fe3O4,Coated,38,Spherical,50,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,14
Fe3O4,Coated,38,Spherical,50,Gammaproteobacteria,Enterobacteriaceae,E. coli,48,14.5
Fe3O4,Coated,38,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,S. dysenteriae,24,11
Fe3O4,Coated,38,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,S. dysenteriae,48,12.5
Fe3O4,Coated,38,Spherical,50,Gammaproteobacteria,Enterobacteriaceae,S. dysenteriae,24,13.5
Fe3O4,Coated,38,Spherical,50,Gammaproteobacteria,Enterobacteriaceae,S. dysenteriae,48,13
Fe3O4,Coated,11,Spherical,30,Gammaproteobacteria,Enterobacteriaceae,E. coli,48,16
Fe3O4,Coated,11,Spherical,30,Bacilli,Bacillaceae,B. subtilis,48,18
Fe3O4,Coated,11,Spherical,30,Sordariomycetes,Nectriaceae,F. solani,48,15
Fe3O4,Coated,11,Spherical,30,Saccharomycetes,Saccharomycetaceae,C. albicans,48,16
Fe3O4,Coated,11,Spherical,30,Eurotiomycetes,Trichocomaceae,A. niger,48,15
Fe3O4,Coated,10,Spherical,10,Bacilli,Staphylococcaceae,S. aureus,24,13
Fe3O4,Coated,10,Spherical,50,Bacilli,Staphylococcaceae,S. aureus,24,16
Fe3O4,Coated,10,Spherical,100,Bacilli,Staphylococcaceae,S. aureus,24,19
Fe3O4,Coated,10,Spherical,150,Bacilli,Staphylococcaceae,S. aureus,24,29
Fe3O4,Coated,10,Spherical,10,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,10
Fe3O4,Coated,10,Spherical,50,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,12
Fe3O4,Coated,10,Spherical,100,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,17
Fe3O4,Coated,10,Spherical,150,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,26
Fe3O4,Coated,10,Spherical,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,11
Fe3O4,Coated,10,Spherical,50,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,13
Fe3O4,Coated,10,Spherical,100,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,16
Fe3O4,Coated,10,Spherical,150,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,28
Fe3O4,Uncoated,42,Spherical,0.01,Bacilli,Bacillaceae,B. cereus,24,1.5
Fe3O4,Uncoated,42,Spherical,0.02,Bacilli,Bacillaceae,B. cereus,24,3.5
Fe3O4,Coated,42,Spherical,0.01,Bacilli,Bacillaceae,B. cereus,24,3.75
Fe3O4,Coated,42,Spherical,0.02,Bacilli,Bacillaceae,B. cereus,24,8.5
Fe3O4,Uncoated,65,Spherical,50000,Bacilli,Staphylococcaceae,S. aureus,24,12
Fe3O4,Uncoated,65,Spherical,50000,Gammaproteobacteria,Enterobacteriaceae,S. dysenteriae,24,0
Fe3O4,Uncoated,65,NA,50000,Bacilli,Bacillaceae,B. licheniformis,24,23
Fe3O4,Uncoated,65,Spherical,50000,Bacilli,Paenibacillaceae,B. brevis,24,9
Fe3O4,Uncoated,65,Spherical,50000,Gammaproteobacteria,Vibrionaceae,V. cholerae,24,9
Fe3O4,Uncoated,65,Spherical,50000,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,24,0
Fe3O4,Uncoated,65,Spherical,50000,Bacilli,Staphylococcaceae,S. aureus,24,12
Fe3O4,Uncoated,65,Spherical,50000,Bacilli,Staphylococcaceae,S. epidermidis,24,14
Fe3O4,Uncoated,65,Spherical,50000,Bacilli,Bacillaceae,B. subtilis,24,21
Fe3O4,Uncoated,65,Spherical,50000,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,11
Fe3O4,Coated,16,Spherical,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,22
Fe3O4,Coated,16,Spherical,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,21
Fe3O4,Coated,16,Spherical,5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,17.5
Fe3O4,Coated,16,Spherical,5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,16
Fe3O4,Coated,16,Spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,11
Fe3O4,Coated,16,Spherical,2.5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,10
Fe3O4,Coated,14,NA,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,22
Fe3O4,Coated,14,NA,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,22
Fe3O4,Coated,14,NA,5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,16
Fe3O4,Coated,14,NA,5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,15
Fe3O4,Coated,14,NA,2.5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,10
Fe3O4,Coated,14,NA,2.5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,8
Fe3O4,Coated,14,NA,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,24
Fe3O4,Coated,14,NA,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,21
Fe3O4,Coated,14,NA,5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,22
Fe3O4,Coated,14,NA,5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,20
Fe3O4,Coated,14,NA,2.5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,20
Fe3O4,Coated,14,NA,2.5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,0
Fe3O4,Coated,14,NA,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,0
Fe3O4,Coated,14,NA,10,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,0
Fe3O4,Coated,14,NA,5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,0
Fe3O4,Coated,14,NA,5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,1440,0
Fe3O4,Coated,14,NA,2.5,Gammaproteobacteria,Pseudomonadaceae,P. aeruginosa,72,0
Fe3O4,Uncoated,35,cubic,25,Bacilli,Staphylococcaceae,S. aureus,24,12
Fe3O4,Uncoated,35,cubic,30,Bacilli,Staphylococcaceae,S. aureus,24,14
Fe3O4,Uncoated,35,cubic,40,Bacilli,Staphylococcaceae,S. aureus,24,15
Fe3O4,Uncoated,35,cubic,50,Bacilli,Staphylococcaceae,S. aureus,24,11
Fe3O4,Uncoated,35,cubic,60,Bacilli,Staphylococcaceae,S. aureus,24,12
Fe3O4,Uncoated,35,cubic,80,Bacilli,Staphylococcaceae,S. aureus,24,15
Fe3O4,Uncoated,35,cubic,100,Bacilli,Staphylococcaceae,S. aureus,24,10
Fe3O4,Uncoated,35,cubic,25,Gammaproteobacteria,Xanthomonadaceae,Xanthomonas,24,12
Fe3O4,Uncoated,35,cubic,30,Gammaproteobacteria,Xanthomonadaceae,Xanthomonas,24,14
Fe3O4,Uncoated,35,cubic,40,Gammaproteobacteria,Xanthomonadaceae,Xanthomonas,24,15
Fe3O4,Uncoated,35,cubic,50,Gammaproteobacteria,Xanthomonadaceae,Xanthomonas,24,8
Fe3O4,Uncoated,35,cubic,60,Gammaproteobacteria,Xanthomonadaceae,Xanthomonas,24,13
Fe3O4,Uncoated,35,cubic,80,Gammaproteobacteria,Xanthomonadaceae,Xanthomonas,24,15
Fe3O4,Uncoated,35,cubic,100,Gammaproteobacteria,Xanthomonadaceae,Xanthomonas,24,15
Fe3O4,Uncoated,35,cubic,25,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,16
Fe3O4,Uncoated,35,cubic,30,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,17
Fe3O4,Uncoated,35,cubic,40,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,18
Fe3O4,Uncoated,35,cubic,50,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,15
Fe3O4,Uncoated,35,cubic,60,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,16
Fe3O4,Uncoated,35,cubic,80,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,21
Fe3O4,Uncoated,35,cubic,100,Gammaproteobacteria,Enterobacteriaceae,E. coli,24,11
